user_id,brand_id,type,visit_datetime
10944750,8689,0,5月2日
10944750,8689,2,5月2日
10944750,8689,2,5月2日
10944750,8689,0,5月2日
10944750,8689,0,5月2日
10944750,18575,0,5月2日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,15980,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,14580,0,5月2日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,2,5月8日
10944750,25687,0,5月8日
10944750,24869,0,4月18日
10944750,5357,0,5月8日
10944750,11638,0,5月8日
10944750,11026,0,5月2日
10944750,10480,0,5月2日
10944750,10480,0,5月2日
10944750,8719,0,5月1日
10944750,8719,0,5月1日
10944750,8719,0,5月1日
10944750,1472,0,5月2日
10944750,28011,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11942,2,5月2日
10944750,11942,0,5月2日
10944750,19166,0,5月1日
12028500,622,0,5月6日
12028500,27272,0,5月6日
12028500,3032,0,5月6日
12028500,13747,0,5月6日
12028500,13747,0,5月6日
12028500,679,0,5月5日
12154500,8689,0,5月4日
12154500,24687,0,5月10日
12154500,1758,0,4月15日
12154500,1758,0,4月15日
12154500,1758,0,4月15日
12154500,11922,0,5月3日
12154500,11922,0,5月3日
12154500,13240,0,4月27日
12154500,24978,0,5月6日
12154500,13240,0,4月27日
12154500,13240,0,4月27日
12154500,13240,0,4月27日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,13489,0,4月15日
12154500,2739,0,4月18日
12154500,14818,0,4月27日
12154500,4694,0,4月26日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,2683,0,5月11日
12154500,5807,0,4月19日
12154500,5807,0,4月19日
12154500,20300,0,5月13日
12154500,20300,0,5月13日
12154500,20300,0,5月13日
12154500,14261,0,5月11日
12154500,14261,0,5月11日
12154500,4078,0,4月18日
12154500,7741,0,4月19日
12154500,18571,0,4月21日
12154500,6880,0,5月6日
12154500,5297,0,5月5日
12154500,14580,0,4月18日
12154500,20342,0,5月10日
12154500,20207,0,4月15日
12154500,14065,0,5月13日
12154500,14065,0,5月13日
12154500,20909,0,5月5日
12154500,3627,0,5月5日
12154500,3627,0,5月5日
12154500,3627,0,5月5日
12154500,3627,0,5月5日
12154500,3627,0,5月5日
12154500,26722,0,4月28日
12154500,11573,0,5月11日
12154500,11573,0,5月11日
12154500,11573,0,5月13日
12154500,11573,0,5月11日
12154500,11573,0,5月11日
12154500,11573,0,5月11日
12154500,11573,0,5月11日
12154500,9506,0,4月28日
12154500,13020,0,5月5日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月26日
12154500,17640,0,4月19日
12154500,17640,0,5月11日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月20日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月19日
12154500,17640,0,4月26日
12154500,17640,1,4月25日
12154500,17640,0,4月25日
12154500,17640,1,4月25日
12154500,17640,0,4月19日
12154500,17640,0,4月26日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月19日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,1,4月26日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月26日
12154500,17640,0,4月26日
12154500,17640,0,4月25日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月19日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月21日
12154500,17640,0,4月16日
12154500,17640,0,4月19日
12154500,17640,0,4月16日
12154500,17640,0,4月19日
12154500,17640,0,4月21日
12154500,17640,0,5月11日
12154500,17640,0,4月25日
12154500,17640,0,4月26日
12154500,17640,0,4月21日
12154500,17640,1,4月16日
12154500,17640,1,4月16日
12154500,17640,0,4月26日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,17640,0,4月25日
12154500,17640,0,4月19日
12154500,17640,0,4月16日
12154500,17640,0,4月16日
12154500,27940,0,4月19日
12154500,11776,0,4月27日
12154500,2119,0,5月10日
12154500,24015,0,5月6日
12154500,17940,0,4月20日
12154500,19440,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,1,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,1,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月9日
12154500,2568,0,5月3日
12154500,2568,1,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,0,5月3日
12154500,2568,1,5月3日
12154500,2568,0,5月3日
12154500,9856,0,5月13日
12154500,9856,0,4月25日
12154500,12173,0,4月18日
12154500,12173,0,4月18日
12154500,15138,0,4月26日
12154500,11977,0,4月19日
12154500,11977,0,4月19日
12154500,19835,0,4月15日
12154500,19835,0,4月15日
12154500,19835,0,4月15日
12154500,19835,0,4月15日
12154500,1372,0,5月3日
12154500,3047,0,4月27日
12154500,3047,0,4月27日
12154500,3534,0,4月25日
12154500,18084,0,4月18日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,18084,0,4月18日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月19日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,18084,0,4月18日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,4443,0,4月16日
12154500,2257,0,5月5日
12154500,15089,0,5月11日
12154500,979,0,4月26日
12154500,7868,0,5月5日
12154500,7868,0,4月15日
12154500,7868,0,4月15日
12154500,7868,0,4月15日
12154500,7868,0,4月15日
12154500,3228,0,4月15日
12154500,9549,0,5月9日
12154500,9549,0,5月9日
12154500,9549,0,5月9日
12154500,9549,0,5月9日
12154500,9549,0,5月9日
12154500,9549,0,5月9日
12154500,5469,0,5月11日
12154500,2179,0,4月20日
12154500,19193,0,5月10日
12154500,27791,0,5月3日
12154500,27791,0,5月3日
12154500,27791,0,5月3日
12154500,11080,0,5月5日
12154500,11080,0,5月5日
12154500,16578,0,5月13日
12154500,16578,0,5月13日
12154500,11670,0,4月15日
1620500,5445,0,4月24日
1620500,5445,1,4月24日
1620500,5445,0,4月24日
1620500,5445,0,4月24日
1620500,5300,0,4月24日
1620500,5300,0,4月29日
1620500,5300,0,4月24日
1620500,5300,0,4月24日
1620500,5300,0,4月24日
1620500,5300,0,4月24日
1620500,5833,1,4月29日
1620500,5833,0,4月29日
4716750,29146,0,5月8日
4716750,27951,0,4月17日
4716750,25058,0,5月8日
4716750,26128,0,5月10日
4716750,28992,0,5月9日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,5086,0,4月18日
4844000,22382,0,4月19日
4844000,4396,0,4月25日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,1,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,1,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月19日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,15934,0,4月18日
4844000,19813,0,5月14日
4844000,15934,0,4月18日
4844000,15400,0,5月14日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,12220,0,5月7日
4844000,13737,0,4月18日
4844000,13737,0,4月18日
4844000,13737,0,4月18日
4844000,13737,0,4月18日
4844000,13737,0,4月18日
4844000,24503,0,5月4日
4844000,15637,0,4月18日
4844000,15637,0,4月18日
4844000,26394,0,4月18日
4844000,26806,0,5月14日
4844000,21869,0,5月9日
4844000,10014,0,4月28日
4844000,21841,0,4月19日
4844000,21841,0,4月19日
4844000,21841,0,4月19日
4844000,4949,0,4月18日
4844000,4949,0,4月18日
4844000,4949,0,4月18日
4844000,4949,0,4月18日
4844000,19416,0,4月26日
4844000,19416,0,4月26日
4844000,19416,0,4月26日
4844000,19416,0,5月3日
4844000,21983,0,4月19日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,1,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,21983,0,4月18日
4844000,27625,0,4月18日
4844000,27625,0,4月18日
4844000,27625,0,4月18日
4844000,27625,0,4月18日
4844000,27625,0,4月18日
4844000,15874,0,4月19日
4844000,19514,0,4月19日
4844000,19514,0,4月19日
4844000,19514,0,4月19日
4844000,19514,0,4月18日
4844000,19514,0,4月19日
4844000,19514,0,4月19日
4844000,14065,0,4月16日
4844000,5950,0,4月26日
4844000,7203,0,4月18日
4844000,7203,0,4月18日
4844000,7203,0,4月18日
4844000,7203,0,4月18日
4844000,25372,0,5月9日
4844000,9549,0,4月18日
4844000,9549,0,4月18日
4844000,9549,0,4月18日
4844000,9549,0,4月18日
4844000,9549,0,4月18日
4844000,13320,0,4月16日
4844000,12899,0,4月19日
4844000,12899,1,4月20日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,0,4月19日
4844000,12899,1,4月20日
4844000,12899,0,4月19日
5654000,10948,0,4月15日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,25840,0,5月3日
5654000,5334,0,5月7日
5654000,7963,0,4月21日
5654000,14580,0,5月6日
5654000,14580,0,5月6日
5654000,22016,0,5月10日
5654000,4775,0,5月13日
5654000,4775,0,5月13日
5654000,4775,0,5月13日
5654000,4775,0,5月13日
5654000,4775,0,5月13日
5654000,4775,0,5月13日
5654000,4775,0,5月14日
5654000,4775,0,5月13日
5654000,4775,1,5月13日
5654000,4775,0,5月13日
5654000,2416,0,4月18日
5654000,11605,0,4月18日
5654000,11605,0,4月18日
5654000,11605,0,4月18日
5654000,11605,0,4月18日
5654000,3627,0,5月5日
5654000,28401,0,5月13日
5654000,4270,0,4月25日
5654000,2159,0,5月11日
5654000,11604,0,4月15日
5654000,2159,0,5月11日
5654000,14902,0,4月25日
5654000,29231,0,4月25日
5654000,29231,1,5月14日
5654000,29231,1,4月25日
5654000,29231,1,4月25日
5654000,29231,0,4月25日
5654000,29231,0,4月25日
5654000,29231,0,4月25日
5654000,29231,0,5月14日
5654000,29231,0,4月25日
5654000,29231,0,5月6日
5654000,1878,0,5月4日
5654000,27625,0,4月25日
5654000,8511,0,5月4日
5654000,8511,0,5月4日
5654000,4926,0,4月18日
5654000,18697,0,5月10日
5654000,18697,0,5月10日
5654000,2655,0,5月5日
5654000,20751,0,4月18日
5654000,4571,0,5月11日
5654000,4571,0,5月11日
5654000,4571,0,5月11日
5654000,4571,0,5月11日
5654000,4571,0,5月11日
5654000,4300,0,5月13日
5654000,4300,1,5月12日
5654000,17087,0,5月5日
5654000,14922,0,5月4日
5654000,2257,0,5月13日
5654000,27446,0,4月16日
5654000,27446,0,4月16日
5654000,27446,0,4月15日
5654000,27446,0,4月18日
5654000,27446,0,4月16日
5654000,27446,0,4月16日
5654000,27446,0,4月15日
5654000,15617,0,4月26日
5654000,28803,0,4月18日
5654000,16939,1,4月23日
5654000,3458,0,4月27日
5735000,9162,0,4月29日
5735000,26959,0,4月20日
5735000,11767,0,5月11日
5735000,22390,0,5月2日
5735000,13592,0,4月26日
5735000,6461,0,5月7日
5735000,24073,0,5月10日
5735000,24073,0,5月10日
5735000,18632,0,5月1日
5735000,24385,0,5月7日
5735000,7868,0,4月20日
5735000,7868,0,4月26日
5735000,7868,0,5月7日
5735000,3941,0,4月22日
5735000,22280,0,5月3日
5735000,14014,0,4月26日
5735000,13749,0,5月9日
5735000,20585,0,5月7日
5735000,155,0,4月29日
5735000,2367,0,5月7日
5735000,13779,0,5月7日
5735000,22246,0,5月11日
5735000,24711,0,4月30日
5735000,24711,0,4月29日
5735000,24711,0,4月29日
5735000,17136,0,5月2日
5735000,17136,0,5月2日
5735000,2257,0,5月7日
5735000,2257,0,5月7日
5735000,11083,0,5月2日
5735000,11083,0,5月2日
5780000,21919,0,5月11日
5780000,19891,0,5月9日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,15584,0,4月19日
5780000,15584,0,4月19日
5780000,15584,0,4月19日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,15584,1,4月18日
5780000,15584,0,4月18日
5780000,15584,0,4月19日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,15584,0,4月18日
5780000,5796,0,5月3日
5780000,5796,0,5月3日
5780000,5796,0,5月3日
5780000,5796,0,5月3日
5780000,7706,0,4月15日
5780000,7706,0,4月15日
5780000,10702,1,4月26日
5780000,15663,0,4月20日
5780000,15663,0,4月20日
5780000,15663,0,4月20日
5780000,3626,0,5月3日
5780000,26614,0,5月10日
5780000,26860,0,5月4日
5780000,4949,0,5月6日
5780000,4949,0,5月6日
5780000,4949,0,5月6日
5780000,4949,0,5月6日
5780000,4949,0,5月5日
5780000,18736,1,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,18736,0,4月15日
5780000,26171,0,4月29日
5780000,10325,0,5月9日
5780000,10325,1,5月9日
5780000,10325,0,5月9日
5780000,25213,0,5月11日
5780000,23066,0,4月19日
5780000,7868,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月13日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,5814,0,5月13日
5780000,5814,0,5月9日
5780000,5814,0,5月9日
5780000,4709,0,5月6日
5780000,4709,0,5月6日
5780000,24541,0,5月3日
5780000,911,0,5月3日
5780000,9846,0,5月2日
5780000,16460,2,5月11日
5780000,4332,0,5月14日
5780000,19514,0,4月21日
5780000,15761,0,4月20日
5780000,6331,0,4月15日
5780000,15021,1,5月5日
5780000,15021,0,5月5日
5780000,15021,0,5月5日
5780000,15021,0,5月5日
5780000,25352,0,4月15日
5780000,25352,0,4月15日
5780000,14261,0,5月14日
5780000,14261,0,5月14日
5780000,14261,0,5月14日
5780000,14261,0,5月14日
5780000,14261,1,5月14日
5780000,14261,0,5月14日
5780000,28342,0,5月13日
5780000,28342,0,5月13日
5780000,26378,0,5月13日
5780000,13734,0,5月11日
5780000,13734,0,5月3日
5780000,13734,1,5月4日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,13734,0,5月3日
5780000,17214,0,5月8日
5780000,17214,0,5月8日
5780000,17214,0,5月8日
5780000,17214,0,5月8日
5780000,17214,0,5月8日
5780000,17214,0,5月8日
5780000,21482,0,5月14日
5780000,17214,0,5月8日
5780000,17214,1,5月8日
5780000,17214,0,5月8日
5780000,1666,0,5月13日
5780000,17013,0,5月6日
5780000,25792,0,4月20日
5780000,25651,0,5月14日
5780000,25651,1,5月14日
5780000,25651,0,5月14日
5780000,20979,1,5月11日
5780000,20979,0,5月11日
5780000,20979,0,5月11日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,20979,0,4月15日
5780000,7927,0,5月2日
5780000,12512,0,4月18日
5780000,27821,0,5月6日
5780000,27821,0,5月6日
5780000,27821,0,5月6日
5780000,27821,0,5月6日
5780000,18213,0,5月14日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,21336,1,4月15日
5780000,21336,1,5月8日
5780000,21336,0,4月15日
5780000,21336,2,4月15日
5780000,21336,0,5月8日
5780000,21336,2,5月2日
5780000,21336,0,5月8日
5780000,21336,1,5月8日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,21336,0,5月6日
5780000,21336,1,5月8日
5780000,21336,0,5月2日
5780000,21336,0,5月6日
5780000,21336,0,5月8日
5780000,21336,0,5月8日
5780000,26665,0,5月9日
5780000,17061,1,4月27日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,1,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,1,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,7061,0,4月18日
5780000,22313,2,4月29日
5780000,22313,0,4月29日
5780000,22313,1,4月29日
5780000,22313,0,4月29日
5780000,22313,0,4月29日
5780000,230,0,5月13日
5780000,22556,0,5月5日
5780000,22556,0,5月5日
5780000,22556,0,5月5日
5780000,22556,1,5月5日
5780000,4411,0,4月21日
5780000,4411,0,4月21日
5780000,4411,0,4月21日
5780000,4411,1,5月5日
5780000,4411,0,5月5日
5780000,4411,0,4月21日
5780000,4411,0,4月21日
5780000,4411,0,5月5日
5780000,4411,0,5月5日
5780000,4411,0,4月21日
5780000,4411,0,5月5日
5780000,4411,0,5月5日
5780000,9111,0,5月14日
5780000,9111,0,5月14日
5780000,9111,1,5月14日
5780000,9111,0,5月14日
5780000,19458,1,4月19日
5780000,19458,0,4月19日
5780000,23628,0,5月6日
5780000,23628,0,5月6日
5780000,22168,0,4月19日
5780000,23628,0,5月6日
5780000,23628,0,5月6日
5780000,14894,0,5月14日
5780000,22836,0,5月6日
5780000,22836,0,5月6日
5780000,11328,1,5月8日
5780000,11328,0,5月8日
5780000,11328,0,5月8日
5780000,11328,0,5月8日
5780000,11328,0,5月8日
5780000,27514,0,5月6日
5780000,26583,0,5月13日
5780000,26583,1,5月13日
5780000,26583,0,5月13日
5780000,26583,0,5月13日
5780000,23520,0,4月21日
5780000,23520,0,4月21日
5780000,6357,0,4月15日
5780000,2128,0,4月18日
5780000,2128,1,4月18日
5780000,2128,0,4月18日
5780000,2128,0,4月18日
5780000,2128,0,4月18日
5780000,5912,0,4月15日
5780000,5912,0,4月15日
5780000,5912,0,4月18日
5780000,5912,0,4月18日
5780000,5912,0,4月18日
5780000,5912,0,4月18日
5780000,5912,0,4月18日
5780000,5912,1,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,8313,0,4月18日
5780000,22505,0,5月6日
5780000,28410,0,5月4日
5780000,7071,1,5月6日
5780000,7071,0,5月6日
5780000,2291,1,5月12日
5780000,8296,0,5月9日
5780000,3627,0,4月18日
5780000,27955,0,5月13日
5780000,27955,0,5月13日
5780000,27955,1,5月13日
5780000,27955,0,5月13日
5780000,27955,0,5月13日
5780000,26523,1,5月12日
5780000,3462,0,5月6日
5780000,3462,0,5月6日
5780000,3462,0,5月6日
5780000,3462,0,5月6日
5780000,3462,0,4月15日
5780000,3462,0,5月6日
5780000,26789,0,4月18日
5780000,26789,0,4月18日
5780000,26789,1,4月18日
5780000,26789,0,4月18日
5780000,10680,0,5月5日
5780000,20255,0,5月2日
5780000,29095,0,4月29日
5780000,27927,0,5月8日
5780000,27927,0,5月9日
5780000,2160,0,5月6日
5780000,24537,0,5月13日
5780000,24537,0,5月13日
5780000,12259,0,4月15日
5780000,12259,0,4月15日
5780000,4039,0,5月14日
5780000,21979,0,4月18日
5780000,21979,0,4月18日
5780000,21979,0,4月18日
5780000,26160,1,4月27日
5780000,28924,0,4月15日
5780000,28924,0,4月15日
5780000,14065,0,5月6日
5780000,14065,0,5月6日
5780000,14065,0,5月6日
5780000,14065,1,5月6日
5780000,20207,0,4月18日
5780000,20207,0,4月17日
5780000,20207,0,4月18日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,1,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,7856,0,5月4日
5780000,8719,0,5月14日
5780000,8719,0,5月6日
5780000,22380,0,4月19日
5780000,22380,0,4月18日
5780000,22380,0,4月19日
5780000,7004,0,5月9日
5780000,7004,0,5月9日
5780000,23214,0,4月19日
5780000,6665,0,5月6日
5780000,6665,0,5月6日
5780000,23192,0,4月18日
5780000,15661,0,5月14日
5780000,25793,0,5月6日
5780000,7059,0,5月4日
5780000,7059,1,5月4日
5780000,7059,0,5月4日
5780000,12285,0,5月2日
5780000,22529,0,4月18日
5780000,22529,0,4月18日
5780000,22529,0,4月18日
5780000,22529,1,4月18日
5780000,22529,0,4月18日
5780000,22529,1,4月18日
5780000,22529,1,4月18日
5780000,22529,0,4月18日
5780000,22529,0,4月18日
5780000,22529,1,4月18日
5780000,22529,0,4月18日
5780000,22529,0,4月18日
5780000,17959,1,4月27日
5780000,14226,0,5月9日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,23782,0,5月13日
5780000,23782,0,5月13日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,1,4月19日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月19日
5780000,15811,0,4月20日
5780000,15811,0,4月21日
5780000,15811,0,4月20日
5780000,15811,0,4月19日
5780000,15811,0,4月19日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月20日
5780000,15811,0,4月19日
5780000,15811,0,4月20日
5780000,15811,0,4月19日
5780000,15811,0,4月20日
5780000,15811,1,4月21日
5780000,15811,0,4月19日
5780000,15811,0,4月21日
5780000,15811,0,4月18日
5780000,15811,0,4月19日
5780000,15811,0,4月19日
5780000,15811,0,4月19日
