15307 5081 con: 1.0
28221 10840 con: 1.0
21581 15308 con: 1.0
15308 21581 con: 1.0
13592 15308 con: 1.0
15308 13592 con: 1.0
15308 1591 con: 1.0
1591 15308 con: 1.0
27251 23782 con: 1.0
27251 530 con: 1.0
27251 21336 con: 1.0
11963 4411 con: 1.0
19458 4411 con: 1.0
21919 4411 con: 1.0
2291 4411 con: 1.0
26160 4411 con: 1.0
10014 4411 con: 1.0
26523 4411 con: 1.0
22529 4411 con: 1.0
26583 4411 con: 1.0
15021 4411 con: 1.0
5315 4411 con: 1.0
14065 4411 con: 1.0
10393 4411 con: 1.0
5912 4411 con: 1.0
15811 4411 con: 1.0
13734 4411 con: 1.0
13701 4411 con: 1.0
12729 4411 con: 1.0
7004 4411 con: 1.0
11328 4411 con: 1.0
22313 4411 con: 1.0
6057 4411 con: 1.0
27955 4411 con: 1.0
7856 4411 con: 1.0
5834 4411 con: 1.0
13247 19540 con: 1.0
19540 13247 con: 1.0
25349 19540 con: 1.0
19540 25349 con: 1.0
10999 22489 con: 1.0
10999 7105 con: 1.0
10393 11963 con: 1.0
11963 10393 con: 1.0
11963 15584 con: 1.0
19458 23928 con: 1.0
2291 23928 con: 1.0
15192 23928 con: 1.0
26160 23928 con: 1.0
2476 23928 con: 1.0
22529 23928 con: 1.0
15086 23928 con: 1.0
16846 23928 con: 1.0
1337 23928 con: 1.0
26583 23928 con: 1.0
15021 23928 con: 1.0
398 23928 con: 1.0
5254 23928 con: 1.0
14065 23928 con: 1.0
5268 23928 con: 1.0
7045 23928 con: 1.0
7059 23928 con: 1.0
5912 23928 con: 1.0
15811 23928 con: 1.0
10325 23928 con: 1.0
13734 23928 con: 1.0
12758 23928 con: 1.0
9392 23928 con: 1.0
20143 23928 con: 1.0
11328 23928 con: 1.0
22313 23928 con: 1.0
12674 23928 con: 1.0
26005 23928 con: 1.0
6820 23928 con: 1.0
27955 23928 con: 1.0
7856 23928 con: 1.0
11524 23928 con: 1.0
27117 23928 con: 1.0
14415 23928 con: 1.0
21919 26288 con: 1.0
7542 26288 con: 1.0
5315 26288 con: 1.0
24541 26288 con: 1.0
13701 26288 con: 1.0
7004 26288 con: 1.0
11665 26288 con: 1.0
5834 26288 con: 1.0
5848 26288 con: 1.0
8818 9899 con: 1.0
9899 8818 con: 1.0
1385 29 con: 1.0
29 1385 con: 1.0
15911 29 con: 1.0
29 15911 con: 1.0
8446 29 con: 1.0
29 8446 con: 1.0
22246 29 con: 1.0
29 22246 con: 1.0
905 29 con: 1.0
29 905 con: 1.0
22843 20979 con: 1.0
15249 22843 con: 1.0
22843 15249 con: 1.0
5470 9192 con: 1.0
9192 5470 con: 1.0
5131 28184 con: 1.0
21865 16302 con: 1.0
16302 21865 con: 1.0
17642 3528 con: 1.0
3528 17642 con: 1.0
6101 17642 con: 1.0
17642 6101 con: 1.0
26608 17640 con: 1.0
2568 17640 con: 1.0
217 21983 con: 1.0
12899 21983 con: 1.0
10404 21983 con: 1.0
20872 6305 con: 1.0
20872 14482 con: 1.0
20872 7868 con: 1.0
4270 14119 con: 1.0
14119 4270 con: 1.0
14119 19974 con: 1.0
6546 4078 con: 1.0
5445 5833 con: 1.0
57 4571 con: 1.0
57 18024 con: 1.0
57 11679 con: 1.0
57 911 con: 1.0
57 19416 con: 1.0
24922 28166 con: 1.0
28166 24922 con: 1.0
26341 377 con: 1.0
377 26341 con: 1.0
26341 6096 con: 1.0
3219 15032 con: 1.0
