8724 11000 con: 1.0
28347 11000 con: 1.0
12964 11000 con: 1.0
8316 11000 con: 1.0
14695 11000 con: 1.0
12327 11000 con: 1.0
22043 11000 con: 1.0
5627 11000 con: 1.0
18683 15307 con: 1.0
15307 18683 con: 1.0
3091 6571 con: 1.0
7963 6571 con: 1.0
13554 6571 con: 1.0
15308 17641 con: 1.0
17641 15308 con: 1.0
18529 15308 con: 1.0
15308 18529 con: 1.0
15308 3958 con: 1.0
3958 15308 con: 1.0
28524 8805 con: 1.0
8805 28524 con: 1.0
8805 11022 con: 1.0
8805 3313 con: 1.0
27427 8805 con: 1.0
8805 27427 con: 1.0
8805 1771 con: 1.0
1771 8805 con: 1.0
17606 8327 con: 1.0
8327 17606 con: 1.0
17606 29363 con: 1.0
29363 17606 con: 1.0
17606 14020 con: 1.0
19539 8628 con: 1.0
19539 27179 con: 1.0
27179 19539 con: 1.0
7179 19539 con: 1.0
19539 7179 con: 1.0
23907 21995 con: 1.0
21078 23907 con: 1.0
23907 21078 con: 1.0
19937 15302 con: 1.0
24534 15302 con: 1.0
28017 15302 con: 1.0
11456 15302 con: 1.0
9340 15302 con: 1.0
3677 15302 con: 1.0
11391 15302 con: 1.0
21085 15302 con: 1.0
23831 10999 con: 1.0
9782 10999 con: 1.0
7576 10999 con: 1.0
25427 10999 con: 1.0
16754 10999 con: 1.0
21334 10999 con: 1.0
26288 24601 con: 1.0
9138 23928 con: 1.0
22484 23928 con: 1.0
17214 23928 con: 1.0
19 17972 con: 1.0
17972 19 con: 1.0
19 16674 con: 1.0
16674 19 con: 1.0
15322 8637 con: 1.0
15322 7868 con: 1.0
2173 15315 con: 1.0
27257 15315 con: 1.0
11541 15315 con: 1.0
21078 21995 con: 1.0
17629 12220 con: 1.0
27637 17629 con: 1.0
17629 27637 con: 1.0
28653 10970 con: 1.0
14794 10970 con: 1.0
3068 10970 con: 1.0
26665 10970 con: 1.0
19096 10970 con: 1.0
19402 10970 con: 1.0
8769 6174 con: 1.0
6174 8769 con: 1.0
8769 25753 con: 1.0
25753 8769 con: 1.0
8769 7624 con: 1.0
7624 8769 con: 1.0
8769 1731 con: 1.0
8769 7989 con: 1.0
7989 8769 con: 1.0
8769 28885 con: 1.0
28885 8769 con: 1.0
8769 21238 con: 1.0
21238 8769 con: 1.0
21975 11196 con: 1.0
21975 16540 con: 1.0
18496 21975 con: 1.0
21975 18496 con: 1.0
21975 21392 con: 1.0
13390 21975 con: 1.0
21975 13390 con: 1.0
8775 11196 con: 1.0
8775 6374 con: 1.0
6374 8775 con: 1.0
8775 8965 con: 1.0
8775 11060 con: 1.0
8775 5712 con: 1.0
6543 679 con: 1.0
6543 12737 con: 1.0
6543 25169 con: 1.0
6543 7400 con: 1.0
7400 6543 con: 1.0
6543 5306 con: 1.0
6543 20551 con: 1.0
6543 24669 con: 1.0
6543 4059 con: 1.0
4059 6543 con: 1.0
6543 7827 con: 1.0
6543 27052 con: 1.0
2227 259 con: 1.0
2227 23774 con: 1.0
2227 4949 con: 1.0
2227 20536 con: 1.0
2227 20551 con: 1.0
2227 13592 con: 1.0
2227 3719 con: 1.0
19113 2227 con: 1.0
2227 19113 con: 1.0
18529 17641 con: 1.0
17641 18529 con: 1.0
17641 3958 con: 1.0
3958 17641 con: 1.0
4324 28183 con: 1.0
28183 4324 con: 1.0
17647 4960 con: 1.0
17647 25618 con: 1.0
17647 24274 con: 1.0
28625 19574 con: 1.0
19574 28625 con: 1.0
619 19574 con: 1.0
19574 619 con: 1.0
14603 19574 con: 1.0
19574 14603 con: 1.0
12364 19574 con: 1.0
19574 12364 con: 1.0
19574 14498 con: 1.0
6737 19574 con: 1.0
19574 6737 con: 1.0
16453 19574 con: 1.0
19574 16453 con: 1.0
13853 19574 con: 1.0
19574 13853 con: 1.0
12182 19574 con: 1.0
19574 12182 con: 1.0
19574 5369 con: 1.0
5369 19574 con: 1.0
3787 19574 con: 1.0
19574 3787 con: 1.0
19574 7868 con: 1.0
17781 4381 con: 1.0
4381 17781 con: 1.0
4381 14661 con: 1.0
4381 7230 con: 1.0
2254 23896 con: 1.0
17514 23896 con: 1.0
17767 23896 con: 1.0
22087 23896 con: 1.0
11776 23896 con: 1.0
5285 23896 con: 1.0
28169 21684 con: 1.0
28169 18024 con: 1.0
28169 12728 con: 1.0
12728 28169 con: 1.0
17438 21962 con: 1.0
21962 17438 con: 1.0
