4479 29099 con: 0.75
26127 23928 con: 1.0
18515 8842 con: 1.0
1505 26546 con: 1.0
7323 12977 con: 1.0
7356 4949 con: 1.0
4931 29099 con: 1.0
12795 22126 con: 1.0
12747 11080 con: 1.0
15217 12688 con: 1.0
4709 14360 con: 1.0
5330 8693 con: 1.0
15784 4807 con: 1.0
1282 18180 con: 1.0
9846 18736 con: 1.0
14182 18730 con: 1.0
17061 14261 con: 1.0
29078 5598 con: 1.0
12159 16463 con: 1.0
25386 27791 con: 1.0
17133 6548 con: 1.0
9392 23928 con: 1.0
10325 21336 con: 1.0
28945 27791 con: 1.0
5667 19405 con: 1.0
2042 3313 con: 1.0
13471 7868 con: 1.0
10325 23928 con: 1.0
2251 7868 con: 1.0
6724 14902 con: 1.0
14788 14415 con: 1.0
15921 7105 con: 1.0
10325 10702 con: 1.0
23019 27791 con: 1.0
18515 10702 con: 1.0
15784 18612 con: 1.0
23019 7692 con: 1.0
26737 18712 con: 1.0
7737 12285 con: 1.0
