15311 13390 con: 1.0
10404 2198 con: 1.0
10353 2198 con: 1.0
10647 2198 con: 1.0
25009 2198 con: 1.0
2199 4819 con: 1.0
12161 2199 con: 1.0
2199 12161 con: 1.0
2199 19394 con: 1.0
14182 23928 con: 1.0
26341 26288 con: 1.0
20279 26288 con: 1.0
27198 26288 con: 1.0
27501 26288 con: 1.0
1390 26288 con: 1.0
15322 21838 con: 1.0
15322 4571 con: 1.0
15322 8978 con: 1.0
8978 15322 con: 1.0
15322 19973 con: 1.0
21400 15322 con: 1.0
15322 21400 con: 1.0
19514 22 con: 1.0
22 19514 con: 1.0
22 11196 con: 1.0
22 14894 con: 1.0
14894 22 con: 1.0
22 526 con: 1.0
526 22 con: 1.0
22 14020 con: 1.0
23143 22 con: 1.0
22 23143 con: 1.0
27033 22 con: 1.0
22 27033 con: 1.0
28675 15315 con: 1.0
20253 26298 con: 1.0
5185 26298 con: 1.0
19523 29465 con: 1.0
20668 19523 con: 1.0
19523 20668 con: 1.0
28184 554 con: 1.0
28184 3627 con: 1.0
28184 15534 con: 1.0
15534 28184 con: 1.0
28184 15405 con: 1.0
15405 28184 con: 1.0
539 21979 con: 1.0
20918 21979 con: 1.0
18515 21979 con: 1.0
5157 21979 con: 1.0
21071 21979 con: 1.0
10268 28177 con: 1.0
18296 28177 con: 1.0
29331 28177 con: 1.0
20579 28177 con: 1.0
13226 17640 con: 1.0
17640 13226 con: 1.0
7611 17640 con: 1.0
17640 7611 con: 1.0
17640 7868 con: 1.0
17640 17214 con: 1.0
454 23878 con: 1.0
23878 454 con: 1.0
23878 527 con: 1.0
2217 21919 con: 1.0
21919 2217 con: 1.0
2217 21533 con: 1.0
2217 27791 con: 1.0
2217 11329 con: 1.0
11329 2217 con: 1.0
2217 23284 con: 1.0
10193 15359 con: 1.0
15359 10193 con: 1.0
62 554 con: 1.0
62 7096 con: 1.0
62 25669 con: 1.0
62 8483 con: 1.0
5310 62 con: 1.0
62 5310 con: 1.0
9549 62 con: 1.0
62 9549 con: 1.0
18167 10948 con: 1.0
12688 10948 con: 1.0
3051 10948 con: 1.0
5598 10948 con: 1.0
10014 10948 con: 1.0
3776 10948 con: 1.0
26341 12674 con: 1.0
26341 20279 con: 1.0
20279 26341 con: 1.0
26341 3032 con: 1.0
14490 13084 con: 1.0
13084 14490 con: 1.0
19837 4479 con: 1.0
819 2257 con: 1.0
28124 2257 con: 1.0
8027 2257 con: 1.0
15258 28270 con: 1.0
2452 28270 con: 1.0
22371 28270 con: 1.0
3536 28270 con: 1.0
11465 28270 con: 1.0
83 7037 con: 1.0
83 8637 con: 1.0
83 25366 con: 1.0
83 3627 con: 1.0
83 23103 con: 1.0
23103 83 con: 1.0
83 21092 con: 1.0
19466 28378 con: 1.0
28378 19466 con: 1.0
19466 1392 con: 1.0
15258 15065 con: 1.0
15258 2452 con: 1.0
2452 15258 con: 1.0
15258 22371 con: 1.0
22371 15258 con: 1.0
15258 3313 con: 1.0
3536 15258 con: 1.0
15258 3536 con: 1.0
15258 18712 con: 1.0
15258 26737 con: 1.0
15258 9567 con: 1.0
23826 23861 con: 1.0
15089 23861 con: 1.0
14011 23861 con: 1.0
24565 13070 con: 1.0
13070 24565 con: 1.0
13070 25596 con: 1.0
13070 14020 con: 1.0
26308 24541 con: 1.0
26308 16624 con: 1.0
16624 26308 con: 1.0
26308 19166 con: 1.0
26308 11638 con: 1.0
11638 26308 con: 1.0
19514 11196 con: 1.0
19514 14894 con: 1.0
14894 19514 con: 1.0
19514 526 con: 1.0
526 19514 con: 1.0
19514 14020 con: 1.0
23143 19514 con: 1.0
19514 23143 con: 1.0
27033 19514 con: 1.0
19514 27033 con: 1.0
21919 21533 con: 1.0
21919 27791 con: 1.0
21919 11329 con: 1.0
11329 21919 con: 1.0
21919 23284 con: 1.0
17590 15138 con: 1.0
11954 6621 con: 1.0
1390 6621 con: 1.0
10893 14930 con: 1.0
10893 22889 con: 1.0
22889 10893 con: 1.0
10893 21110 con: 1.0
8724 22099 con: 1.0
22099 8724 con: 1.0
8724 25329 con: 1.0
8724 14261 con: 1.0
23482 13103 con: 1.0
13103 23482 con: 1.0
13103 1758 con: 1.0
1758 13103 con: 1.0
13103 9522 con: 1.0
9522 13103 con: 1.0
15089 23826 con: 1.0
23826 15089 con: 1.0
23826 14011 con: 1.0
14011 23826 con: 1.0
10866 4163 con: 1.0
4163 10866 con: 1.0
10866 9389 con: 1.0
9389 10866 con: 1.0
10866 9479 con: 1.0
9479 10866 con: 1.0
10866 17232 con: 1.0
17232 10866 con: 1.0
11201 143 con: 1.0
19673 25372 con: 1.0
26619 21865 con: 1.0
12747 21865 con: 1.0
10171 21865 con: 1.0
23241 21865 con: 1.0
155 15094 con: 1.0
15094 155 con: 1.0
155 12346 con: 1.0
12346 155 con: 1.0
155 29547 con: 1.0
11159 19660 con: 1.0
19660 11159 con: 1.0
19660 20297 con: 1.0
19660 4667 con: 1.0
4667 19660 con: 1.0
1079 19660 con: 1.0
19660 1079 con: 1.0
17512 14821 con: 1.0
26121 18697 con: 1.0
26121 20548 con: 1.0
20548 26121 con: 1.0
26121 8028 con: 1.0
8028 26121 con: 1.0
26121 21146 con: 1.0
21146 26121 con: 1.0
19702 17748 con: 1.0
22609 19702 con: 1.0
19702 22609 con: 1.0
19702 18791 con: 1.0
18791 19702 con: 1.0
19702 9567 con: 1.0
4510 26614 con: 1.0
21632 4510 con: 1.0
4510 21632 con: 1.0
4510 949 con: 1.0
4510 29465 con: 1.0
12865 26114 con: 1.0
19941 26114 con: 1.0
1004 26114 con: 1.0
18572 26114 con: 1.0
